Token,Uid,Link
Reporter_News,75277551,https://twitter.com/Reporter_News
postsearchlight,18137042,https://twitter.com/postsearchlight
ELNUEVOGEORGIA,154167378,https://twitter.com/ELNUEVOGEORGIA
rockdalecitizen,231883981,https://twitter.com/rockdalecitizen
UNFspinnaker,16398730,https://twitter.com/UNFspinnaker
thealmatimes,114583777,https://twitter.com/thealmatimes
DglsEnterprise,339119719,https://twitter.com/DglsEnterprise
ClaytonTribune,2976826756,https://twitter.com/ClaytonTribune
mcjournal,28837048,https://twitter.com/mcjournal
TheMetroSpirit,1954490168,https://twitter.com/TheMetroSpirit
UCFnews,34125658,https://twitter.com/UCFnews
covnews,84102858,https://twitter.com/covnews
TFamuan,467946364,https://twitter.com/TFamuan
betweentampa,1650718975,https://twitter.com/betweentampa
Albany_Herald,210679476,https://twitter.com/Albany_Herald
AUG_Chronicle,22220447,https://twitter.com/AUG_Chronicle
iwantaBUZZ,169154152,https://twitter.com/iwantaBUZZ
waltergeiger,22074820,https://twitter.com/waltergeiger
dailytribnews,199010159,https://twitter.com/dailytribnews
FLTravelLife,1488080706,https://twitter.com/FLTravelLife
MiamiHurricane,12956712,https://twitter.com/MiamiHurricane
dawsonnews,121865456,https://twitter.com/dawsonnews
floridamonthly,87267905,https://twitter.com/floridamonthly
Brunswick_News,1223040998,https://twitter.com/Brunswick_News
cl_atlanta,14194036,https://twitter.com/cl_atlanta
TheFloridaStar,399024035,https://twitter.com/TheFloridaStar
GoWilkes,97323034,https://twitter.com/GoWilkes
ExploreGeorgia,19022786,https://twitter.com/ExploreGeorgia
LagrangeNews,169699740,https://twitter.com/LagrangeNews
DiscoverAtlanta,15230705,https://twitter.com/DiscoverAtlanta
SavMag,52161492,https://twitter.com/SavMag
BryancountyNews,67687282,https://twitter.com/BryancountyNews
TheSavannahTrib,322748979,https://twitter.com/TheSavannahTrib
DiscoveringBoro,34957548,https://twitter.com/DiscoveringBoro
gtimes,27058199,https://twitter.com/gtimes
courierherald,47427241,https://twitter.com/courierherald
ClinchCoNews,140055121,https://twitter.com/ClinchCoNews
pickensprogress,47195109,https://twitter.com/pickensprogress
TimesCourier,456030236,https://twitter.com/TimesCourier
boroherald,22811513,https://twitter.com/boroherald
Savannah_Herald,616346759,https://twitter.com/Savannah_Herald
hhjnews,611734890,https://twitter.com/hhjnews
UGACOLUMNS,775938918646550529,https://twitter.com/UGACOLUMNS
TheGeorgeAnne,28835000,https://twitter.com/TheGeorgeAnne
georgiamagazine,26867350,https://twitter.com/georgiamagazine
timesenterprise,120028102,https://twitter.com/timesenterprise
MorganCitizen,467728572,https://twitter.com/MorganCitizen
GwinnettCitizen,314877608,https://twitter.com/GwinnettCitizen
TheVDT,24713181,https://twitter.com/TheVDT
the_nique,16024039,https://twitter.com/the_nique
ksusentinel,20803734,https://twitter.com/ksusentinel
ConnectSavannah,6313192,https://twitter.com/ConnectSavannah
waltontribune,73103059,https://twitter.com/waltontribune
emorywheel,26306540,https://twitter.com/emorywheel
TimesHerald,16445311,https://twitter.com/TimesHerald
GCSUnade,21969143,https://twitter.com/GCSUnade
scaddistrict,22385426,https://twitter.com/scaddistrict
brightsidenews1,264164599,https://twitter.com/brightsidenews1
gsusignal,58389888,https://twitter.com/gsusignal
ColumbiaCounty,21274281,https://twitter.com/ColumbiaCounty
ElkinTribune,438086909,https://twitter.com/ElkinTribune
Akronht,119199449,https://twitter.com/Akronht
StarAdvertiser,126424795,https://twitter.com/StarAdvertiser
MontiExp,219380258,https://twitter.com/MontiExp
DailyGateCity,309202927,https://twitter.com/DailyGateCity
DMRegister,13657922,https://twitter.com/DMRegister
MidWeekHawaii,22874714,https://twitter.com/MidWeekHawaii
lmdsentinel,17023645,https://twitter.com/lmdsentinel
keotaeagle,84412649,https://twitter.com/keotaeagle
vsuspectator,15675316,https://twitter.com/vsuspectator
thehawaiiherald,227133998,https://twitter.com/thehawaiiherald
ButlerCountyTJ,125684465,https://twitter.com/ButlerCountyTJ
pacificbiznews,23663732,https://twitter.com/pacificbiznews
IndianolaTrib,281298945,https://twitter.com/IndianolaTrib
CCPress,98489502,https://twitter.com/CCPress
BCTrib,117491592,https://twitter.com/BCTrib
thegardenisland,26126881,https://twitter.com/thegardenisland
CalhCoJournal,188481249,https://twitter.com/CalhCoJournal
nonpareilonline,48716479,https://twitter.com/nonpareilonline
BettendorfNews,344719254,https://twitter.com/BettendorfNews
ClintonHerald,44433231,https://twitter.com/ClintonHerald
eaglegroveeagle,117490160,https://twitter.com/eaglegroveeagle
TheMauiNewsHI,58544650,https://twitter.com/TheMauiNewsHI
JournalEureka,601334117,https://twitter.com/JournalEureka
GraphicAdvocate,124546616,https://twitter.com/GraphicAdvocate
westhawaiitoday,115466478,https://twitter.com/westhawaiitoday
AmesTribNews,436884418,https://twitter.com/AmesTribNews
Messenger_News,89558668,https://twitter.com/Messenger_News
ClarindaCHJ,499946662,https://twitter.com/ClarindaCHJ
progressreview,45711888,https://twitter.com/progressreview
EsthervilleDly,58546735,https://twitter.com/EsthervilleDly
qctimes,10613072,https://twitter.com/qctimes
presscitizen,21877818,https://twitter.com/presscitizen
globegazette,121231327,https://twitter.com/globegazette
gazettedotcom,14370739,https://twitter.com/gazettedotcom
lmgeditor,310462091,https://twitter.com/lmgeditor
smokymtntimes,3460735287,https://twitter.com/smokymtntimes
timesdelphic,70567895,https://twitter.com/timesdelphic
Newsweek,2884771,https://twitter.com/Newsweek
WavNewspapers,531382943,https://twitter.com/WavNewspapers
TIME,14293310,https://twitter.com/TIME
SigourneyNews,115698155,https://twitter.com/SigourneyNews
NLLeaderNews,733708079728975872,https://twitter.com/NLLeaderNews
SpDailyReporter,2340986982,https://twitter.com/SpDailyReporter
journalonline,80333171,https://twitter.com/journalonline
NHTribune,2752696471,https://twitter.com/NHTribune
ValleyNewsToday,1596414373,https://twitter.com/ValleyNewsToday
sheffieldpress,125383937,https://twitter.com/sheffieldpress
SolonEconomist,378239912,https://twitter.com/SolonEconomist
OttumwaCourier,19031717,https://twitter.com/OttumwaCourier
wcfcourier,18218604,https://twitter.com/wcfcourier
SLPilotTribune,2377274767,https://twitter.com/SLPilotTribune
NWestIowaREVIEW,4855040201,https://twitter.com/NWestIowaREVIEW
CapDemo,64288569,https://twitter.com/CapDemo
OgdenReporter,1247317488,https://twitter.com/OgdenReporter
OskyHerald,376859258,https://twitter.com/OskyHerald
TheDailyIowan,15925848,https://twitter.com/TheDailyIowan
SimpsonianSC,72186333,https://twitter.com/SimpsonianSC
peoplemag,3064617094,https://twitter.com/peoplemag
AmericanIdol,62988756,https://twitter.com/AmericanIdol
thesandb,21555437,https://twitter.com/thesandb
NorthernIowan,770468660,https://twitter.com/NorthernIowan
ParadeMagazine,18682378,https://twitter.com/ParadeMagazine
SpokesmanReview,3934221,https://twitter.com/SpokesmanReview
LewistonTribune,18012631,https://twitter.com/LewistonTribune
IdahoStatesman,8980312,https://twitter.com/IdahoStatesman
CarmiTimes,846002108,https://twitter.com/CarmiTimes
BuffaloGrovePPN,762661016,https://twitter.com/BuffaloGrovePPN
TetonValleyNews,87033578,https://twitter.com/TetonValleyNews
BeaconNews,14391192,https://twitter.com/BeaconNews
SpudmanMag,30042396,https://twitter.com/SpudmanMag
alamogordonews,148640705,https://twitter.com/alamogordonews
IBRnews,16043218,https://twitter.com/IBRnews
zillow,19262500,https://twitter.com/zillow
YahooSports,7302282,https://twitter.com/YahooSports
espn,2557521,https://twitter.com/espn
ThePioneerLog,76890626,https://twitter.com/ThePioneerLog
CantonLedger,882849601,https://twitter.com/CantonLedger
uvsj,25596437,https://twitter.com/uvsj
PCMag,15066271,https://twitter.com/PCMag
pcworld,6070762,https://twitter.com/pcworld
ZDNet,3819701,https://twitter.com/ZDNet
uiargonaut,104002962,https://twitter.com/uiargonaut
clarkcorbin,29769106,https://twitter.com/clarkcorbin
idahofallsmag,637184541,https://twitter.com/idahofallsmag
snowest,30414181,https://twitter.com/snowest
DailyBee,33584998,https://twitter.com/DailyBee
bellevillenewsd,15670006,https://twitter.com/bellevillenewsd
BW,67358777,https://twitter.com/BW
altontelegraph,15663103,https://twitter.com/altontelegraph
gazettedemocrat,2598369368,https://twitter.com/gazettedemocrat
CNBC,20402945,https://twitter.com/CNBC
kunamelbanews,29625151,https://twitter.com/kunamelbanews
Boiseweekly,8292702,https://twitter.com/Boiseweekly
MySuburbanLife,58490366,https://twitter.com/MySuburbanLife
CassStarGazette,2377355617,https://twitter.com/CassStarGazette
thesouthern,18200760,https://twitter.com/thesouthern
ChronCambridge,364444851,https://twitter.com/ChronCambridge
visitidaho,16560899,https://twitter.com/visitidaho
LincolnHerald20,629084096,https://twitter.com/LincolnHerald20
JGTCOnline,123673439,https://twitter.com/JGTCOnline
IrishNewsChgo,551454219,https://twitter.com/IrishNewsChgo
Suntimes,12811952,https://twitter.com/Suntimes
theEdwi,43983462,https://twitter.com/theEdwi
ELM_LEAVES,16831293,https://twitter.com/ELM_LEAVES
ElburnHerald,35804289,https://twitter.com/ElburnHerald
Galesburg,17041697,https://twitter.com/Galesburg
BevRevNews,385994164,https://twitter.com/BevRevNews
chicagotribune,7313362,https://twitter.com/chicagotribune
CrainsChicago,18148466,https://twitter.com/CrainsChicago
ChiDefender,160596522,https://twitter.com/ChiDefender
GlenviewLantern,241182052,https://twitter.com/GlenviewLantern
redeyechicago,16381558,https://twitter.com/redeyechicago
DeerfieldReview,762697322,https://twitter.com/DeerfieldReview
ElkGroveJournal,314032551,https://twitter.com/ElkGroveJournal
ExtraNewspaper,19541165,https://twitter.com/ExtraNewspaper
couriernews,18773778,https://twitter.com/couriernews
journalstandard,22954663,https://twitter.com/journalstandard
EvRoundTable,2249974361,https://twitter.com/EvRoundTable
FrankfrtStation,39607855,https://twitter.com/FrankfrtStation
HighlandParkPPN,760750244,https://twitter.com/HighlandParkPPN
JournalNewsIL,1112736205,https://twitter.com/JournalNewsIL
India_Bulletin,400456060,https://twitter.com/India_Bulletin
HomerHorizon,19454716,https://twitter.com/HomerHorizon
saukvalley,18093695,https://twitter.com/saukvalley
CNHNews,298899447,https://twitter.com/CNHNews
galvanews,1027042704,https://twitter.com/galvanews
ReflejosNews,177318459,https://twitter.com/ReflejosNews
GalenaGazette,2798773774,https://twitter.com/GalenaGazette
FraNoi,74961830,https://twitter.com/FraNoi
nwherald,20787622,https://twitter.com/nwherald
havenews,142672722,https://twitter.com/havenews
LZ_Courier,760785061,https://twitter.com/LZ_Courier
OakPark,121820535,https://twitter.com/OakPark
Lake_Forester,762677719,https://twitter.com/Lake_Forester
MG_Champion,619668289,https://twitter.com/MG_Champion
MundeleinReview,760764523,https://twitter.com/MundeleinReview
LincolnwoodNews,760644182,https://twitter.com/LincolnwoodNews
NilesHSnews,619616131,https://twitter.com/NilesHSnews
McDonoughVoice,828294864,https://twitter.com/McDonoughVoice
ReviewAtlas,794109384,https://twitter.com/ReviewAtlas
pjstar,17800696,https://twitter.com/pjstar
PekinDailyTimes,155695119,https://twitter.com/PekinDailyTimes
Lincoln_Courier,770099005,https://twitter.com/Lincoln_Courier
TinleyJunction,38739280,https://twitter.com/TinleyJunction
OrionGazette,349627218,https://twitter.com/OrionGazette
MokenaMessenger,39778257,https://twitter.com/MokenaMessenger
NapervilleSun,17974880,https://twitter.com/NapervilleSun
Mahomet_Daily,2593142654,https://twitter.com/Mahomet_Daily
OakLeavesNews,14327874,https://twitter.com/OakLeavesNews
PlainfieldNews,974261479,https://twitter.com/PlainfieldNews
Buglenewspapers,28146868,https://twitter.com/Buglenewspapers
ILTimes,60678378,https://twitter.com/ILTimes
NilesJournal,1315851828,https://twitter.com/NilesJournal
Joliet_HN,102446961,https://twitter.com/Joliet_HN
theregionalnews,128608111,https://twitter.com/theregionalnews
journalcourier,22339298,https://twitter.com/journalcourier
WhigNews,63720288,https://twitter.com/WhigNews
MortonTimesNews,50749114,https://twitter.com/MortonTimesNews
MetroplisPlanet,84108007,https://twitter.com/MetroplisPlanet
ParkRidge_HA,301218492,https://twitter.com/ParkRidge_HA
NewsOlney,858283411,https://twitter.com/NewsOlney
TheDailyLeader,774342162,https://twitter.com/TheDailyLeader
TheNLPatriot,39607917,https://twitter.com/TheNLPatriot
BreezeCourier,249243484,https://twitter.com/BreezeCourier
UICnews,24011759,https://twitter.com/UICnews
TDJnews,14873724,https://twitter.com/TDJnews
Skokie_Review,762701472,https://twitter.com/Skokie_Review
ChicagoParent,27093830,https://twitter.com/ChicagoParent
Belgnews,128335122,https://twitter.com/Belgnews
DEN_news,17891794,https://twitter.com/DEN_news
TheDailyIllini,19206905,https://twitter.com/TheDailyIllini
Gen_Republic,873890852,https://twitter.com/Gen_Republic
TheAlestle,38120609,https://twitter.com/TheAlestle
kpcnews,25127854,https://twitter.com/kpcnews
The_Vidette,46752026,https://twitter.com/The_Vidette
commercialnews,21784801,https://twitter.com/commercialnews
republictimes,100800817,https://twitter.com/republictimes
WaTimesReporter,887593220,https://twitter.com/WaTimesReporter
NewsJasper,858253806,https://twitter.com/NewsJasper
heraldandreview,8880952,https://twitter.com/heraldandreview
countyenews,196735058,https://twitter.com/countyenews
rrstar,14026372,https://twitter.com/rrstar
ILCountryLiving,2952280554,https://twitter.com/ILCountryLiving
Northbrook_Star,755783828,https://twitter.com/Northbrook_Star
timesrepublic,57244077,https://twitter.com/timesrepublic
NadigNewspapers,2348821724,https://twitter.com/NadigNewspapers
larazachicago,41417783,https://twitter.com/larazachicago
NorthbrookTower,512242904,https://twitter.com/NorthbrookTower
TechNewsIIT,490832603,https://twitter.com/TechNewsIIT
KCRNewspapers,2450071958,https://twitter.com/KCRNewspapers
NIUNorthernStar,16670675,https://twitter.com/NIUNorthernStar
golfchicagocom,243622838,https://twitter.com/golfchicagocom
WoodstockInde,372395560,https://twitter.com/WoodstockInde
Wilmette_Life,763767738,https://twitter.com/Wilmette_Life
Winnetka_Talk,758319330,https://twitter.com/Winnetka_Talk
CCChronicle,17095421,https://twitter.com/CCChronicle
dailyegyptian,27935501,https://twitter.com/dailyegyptian
ChicagoMaroon,19472759,https://twitter.com/ChicagoMaroon
WilmetteBeacon,172784795,https://twitter.com/WilmetteBeacon
FolsomTelegraph,23707740,https://twitter.com/FolsomTelegraph
Glencoe_News,763795381,https://twitter.com/Glencoe_News
NewsProgress,609379481,https://twitter.com/NewsProgress
WCourierNews,252794721,https://twitter.com/WCourierNews
JournalGV,102703446,https://twitter.com/JournalGV
newssun,16888532,https://twitter.com/newssun
kcchronicle,20458841,https://twitter.com/kcchronicle
HParkLandmark,2327677639,https://twitter.com/HParkLandmark
PikePressNews,216796136,https://twitter.com/PikePressNews
TheHinsdalean,730464717198786560,https://twitter.com/TheHinsdalean
ClintonJournal,3290363160,https://twitter.com/ClintonJournal
FP_Review,236263968,https://twitter.com/FP_Review
robdailynews,121785094,https://twitter.com/robdailynews
Dzwiazkowy,1377584916,https://twitter.com/Dzwiazkowy
thedailynu,23012995,https://twitter.com/thedailynu
MorrisHerald,351726959,https://twitter.com/MorrisHerald
TheReporter1,127613560,https://twitter.com/TheReporter1
LockportLegend,263222022,https://twitter.com/LockportLegend
bradleyhoops,83490391,https://twitter.com/bradleyhoops
WinnetkaCurrent,237473889,https://twitter.com/WinnetkaCurrent
EDNSports,286513965,https://twitter.com/EDNSports
DRNewsOnline,31900907,https://twitter.com/DRNewsOnline
HydeParkHerald,138565725,https://twitter.com/HydeParkHerald
MyWebTimes,72646689,https://twitter.com/MyWebTimes
NorridgeHH_News,760664437,https://twitter.com/NorridgeHH_News
Dispatch_Argus,50000303,https://twitter.com/Dispatch_Argus
DailySouthtown,18703718,https://twitter.com/DailySouthtown
JCJNews,216794222,https://twitter.com/JCJNews
VernonHillsPPN,762682232,https://twitter.com/VernonHillsPPN
OPPrairie,38252658,https://twitter.com/OPPrairie
HPEnterprise,59576823,https://twitter.com/HPEnterprise
LibertyvillePPN,762764516,https://twitter.com/LibertyvillePPN
heraldbulletin,18562065,https://twitter.com/heraldbulletin
LikeTheDew,22541401,https://twitter.com/LikeTheDew
Minaret,262412005,https://twitter.com/Minaret
elnuevoherald,34641036,https://twitter.com/elnuevoherald
TDOnline,15822299,https://twitter.com/TDOnline
theatlantavoice,199252851,https://twitter.com/theatlantavoice
FTCrimson,122310259,https://twitter.com/FTCrimson
onlineathens,14935240,https://twitter.com/onlineathens
My_JPA,1728918818,https://twitter.com/My_JPA
LehighAcresCit,59147935,https://twitter.com/LehighAcresCit
PSJ_Star,242910659,https://twitter.com/PSJ_Star
theMSGR,2472760855,https://twitter.com/theMSGR
StarNewsOnline,15537849,https://twitter.com/StarNewsOnline
WiregrassFarmer,57334881,https://twitter.com/WiregrassFarmer
srpressgazette,105234949,https://twitter.com/srpressgazette
CherokeeTribune,336144452,https://twitter.com/CherokeeTribune
Villages_News,1470589358,https://twitter.com/Villages_News
hometownjournal,42935684,https://twitter.com/hometownjournal
SanfordHerald,19671375,https://twitter.com/SanfordHerald
newsobserver,8942262,https://twitter.com/newsobserver
marconews,15163708,https://twitter.com/marconews
CalhounTimes,90976305,https://twitter.com/CalhounTimes
dailycommercial,28395172,https://twitter.com/dailycommercial
FL_Sportsman,46135936,https://twitter.com/FL_Sportsman
VeniceGondolier,1395181249,https://twitter.com/VeniceGondolier
thecitizencom,42388488,https://twitter.com/thecitizencom
claytoday,30249337,https://twitter.com/claytoday
CRNews_DeKalb,17685047,https://twitter.com/CRNews_DeKalb
TheRecorderPV,121533670,https://twitter.com/TheRecorderPV
forsythnews,138450130,https://twitter.com/forsythnews
navarrepress,22716962,https://twitter.com/navarrepress
CoastalCourier,35737246,https://twitter.com/CoastalCourier
ChampionNews,774482057598754816,https://twitter.com/ChampionNews
theheraldtimes,21316821,https://twitter.com/theheraldtimes
upressonline,28627312,https://twitter.com/upressonline
ajc,4170491,https://twitter.com/ajc
BakerCoPress,32485738,https://twitter.com/BakerCoPress
TimesGeorgian,1151287537,https://twitter.com/TimesGeorgian
northfulton,4919841,https://twitter.com/northfulton
douglassentinel,33384894,https://twitter.com/douglassentinel
thedailycitizen,43330472,https://twitter.com/thedailycitizen
staugrecord,46375072,https://twitter.com/staugrecord
TBBJnewsroom,17129404,https://twitter.com/TBBJnewsroom
USFOracle,23632423,https://twitter.com/USFOracle
ShinySheet,27041654,https://twitter.com/ShinySheet
FSView,118512120,https://twitter.com/FSView
GriffinDNews,1225937292,https://twitter.com/GriffinDNews
NewTimesBroward,19216918,https://twitter.com/NewTimesBroward
MundoHispanico,29778623,https://twitter.com/MundoHispanico
RCReader,17749447,https://twitter.com/RCReader
bdemo1,95720152,https://twitter.com/bdemo1
DickinsonCoNews,326177441,https://twitter.com/DickinsonCoNews
gastongazette,26285770,https://twitter.com/gastongazette
TowneLaker,30774215,https://twitter.com/TowneLaker
DallasCoNews,35019946,https://twitter.com/DallasCoNews
themobserver,3171060136,https://twitter.com/themobserver
telegraphga,12704612,https://twitter.com/telegraphga
WBTimes,1202199205,https://twitter.com/WBTimes
HeraldIndex,281576906,https://twitter.com/HeraldIndex
HITribuneHerald,297686425,https://twitter.com/HITribuneHerald
TheOEnews,353772009,https://twitter.com/TheOEnews
EffinghamHerald,111680656,https://twitter.com/EffinghamHerald
Barrow_Journal,138194061,https://twitter.com/Barrow_Journal
TiftonGazette1,1249962008,https://twitter.com/TiftonGazette1
UnionRecorder,39510268,https://twitter.com/UnionRecorder
DailyIowegian,43950445,https://twitter.com/DailyIowegian
JCFloridanNews,27218535,https://twitter.com/JCFloridanNews
HawaiiReporter,23564573,https://twitter.com/HawaiiReporter
Florida_Today,17001533,https://twitter.com/Florida_Today
ABQBizFirst,26061792,https://twitter.com/ABQBizFirst
HavreDaily,260856441,https://twitter.com/HavreDaily
mynwobserver,2392204371,https://twitter.com/mynwobserver
lexdispatch,147693223,https://twitter.com/lexdispatch
asheville,10657272,https://twitter.com/asheville
MorgantonNews,35771004,https://twitter.com/MorgantonNews
BigforkEagle,194235340,https://twitter.com/BigforkEagle
theobserver,8695932,https://twitter.com/theobserver
SvobodaRadio,47562921,https://twitter.com/SvobodaRadio
CurrentTimeTv,2797763208,https://twitter.com/CurrentTimeTv
rrdailyherald,24293140,https://twitter.com/rrdailyherald
Daily_Dispatch,75121860,https://twitter.com/Daily_Dispatch
TheProgressNJ,180578566,https://twitter.com/TheProgressNJ
PublisherBHL,112490345,https://twitter.com/PublisherBHL
celocal,1602044551,https://twitter.com/celocal
bbcpersian,790728,https://twitter.com/bbcpersian
cnnarabic,66591836,https://twitter.com/cnnarabic
bistrib,19403006,https://twitter.com/bistrib
claycountynews,33035364,https://twitter.com/claycountynews
WaunetaBreeze,4779371491,https://twitter.com/WaunetaBreeze
NDSUSpectrum,21608414,https://twitter.com/NDSUSpectrum
DevilsLakeJour1,762162194,https://twitter.com/DevilsLakeJour1
FremontTribune,136326597,https://twitter.com/FremontTribune
propublica,14606079,https://twitter.com/propublica
BeachCarolina,154531535,https://twitter.com/BeachCarolina
theindependent,10191572,https://twitter.com/theindependent
TheAppalachian,61078471,https://twitter.com/TheAppalachian
newsbanner,22018889,https://twitter.com/newsbanner
GeringCourier,1286838300,https://twitter.com/GeringCourier
HuffPost,14511951,https://twitter.com/HuffPost
hooksettbanner,94610714,https://twitter.com/hooksettbanner
WarrenRecord,297623476,https://twitter.com/WarrenRecord
statesville,19083793,https://twitter.com/statesville
LondonderryTime,106553921,https://twitter.com/LondonderryTime
EnterprisePub,574583999,https://twitter.com/EnterprisePub
yorknewstimes,6264712,https://twitter.com/yorknewstimes
TriCityTribune,54064786,https://twitter.com/TriCityTribune
TEC_newspaper,38582082,https://twitter.com/TEC_newspaper
Pelham_WindhamN,315904672,https://twitter.com/Pelham_WindhamN
thedartmouth,21126770,https://twitter.com/thedartmouth
The_Davidsonian,577450856,https://twitter.com/The_Davidsonian
VCTimesRecord,1007254370,https://twitter.com/VCTimesRecord
CranburyPress,17353026,https://twitter.com/CranburyPress
MadisonCourier,17998717,https://twitter.com/MadisonCourier
SeymourTribune,299684943,https://twitter.com/SeymourTribune
KokomoTribune,83858948,https://twitter.com/KokomoTribune
MasonValleyNews,1238181170,https://twitter.com/MasonValleyNews
TheStarPress,48050142,https://twitter.com/TheStarPress
JGfortwayne,69397283,https://twitter.com/JGfortwayne
commreview,245465467,https://twitter.com/commreview
MDTnews,1876580928,https://twitter.com/MDTnews
RensselaerNews,36678765,https://twitter.com/RensselaerNews
GreensburgDaily,2165273946,https://twitter.com/GreensburgDaily
washtimesherald,63516513,https://twitter.com/washtimesherald
SouthsiderVoice,423008274,https://twitter.com/SouthsiderVoice
WaynedaleNews,78524348,https://twitter.com/WaynedaleNews
HeraldArgus,1311211933,https://twitter.com/HeraldArgus
bcdemocrat,16203508,https://twitter.com/bcdemocrat
IBJnews,24710700,https://twitter.com/IBJnews
TimesPost,41442263,https://twitter.com/TimesPost
thehj,36689755,https://twitter.com/thehj
TheCourierTimes,22229503,https://twitter.com/TheCourierTimes
southsidetimes,32123518,https://twitter.com/southsidetimes
WabashPD,460238908,https://twitter.com/WabashPD
PeruTribune,1435745762,https://twitter.com/PeruTribune
pharostribune,103294432,https://twitter.com/pharostribune
TheHCFlyer,231253495,https://twitter.com/TheHCFlyer
pi_news,14934038,https://twitter.com/pi_news
hcnewstimes,258070707,https://twitter.com/hcnewstimes
lebanonreporter,66487356,https://twitter.com/lebanonreporter
TheNewsDispatch,36559326,https://twitter.com/TheNewsDispatch
CI_Noblesville,462061005,https://twitter.com/CI_Noblesville
newssentinel,18999197,https://twitter.com/newssentinel
SullivanINTimes,561603779,https://twitter.com/SullivanINTimes
jconline,11775782,https://twitter.com/jconline
newsandtribune,20624714,https://twitter.com/newsandtribune
KokomoNews,61197546,https://twitter.com/KokomoNews
DukeChronicle,21136788,https://twitter.com/DukeChronicle
AtchisonGlobe,42887480,https://twitter.com/AtchisonGlobe
TheDailyUnion,88712640,https://twitter.com/TheDailyUnion
PrattTribune,44458614,https://twitter.com/PrattTribune
TheHypeMagazine,20212140,https://twitter.com/TheHypeMagazine
LJWorld,6894852,https://twitter.com/LJWorld
KCKansan,20520192,https://twitter.com/KCKansan
ISUstatesman,243805570,https://twitter.com/ISUstatesman
newsgazettewc,257017947,https://twitter.com/newsgazettewc
HutchNews,17074295,https://twitter.com/HutchNews
idsnews,21922584,https://twitter.com/idsnews
HighPlainsJrnl,106776691,https://twitter.com/HighPlainsJrnl
dcglobe,18720830,https://twitter.com/dcglobe
zts1860,104504069,https://twitter.com/zts1860
WabashCollege,65686324,https://twitter.com/WabashCollege
GB_Tribune,1055639754,https://twitter.com/GB_Tribune
baldwincity,19349026,https://twitter.com/baldwincity
IIB,16472929,https://twitter.com/IIB
bsudailynews,12580532,https://twitter.com/bsudailynews
iolaregister,20632682,https://twitter.com/iolaregister
louisburgherald,37956738,https://twitter.com/louisburgherald
MERCnewsroom,45692831,https://twitter.com/MERCnewsroom
Star_Argosy,421227965,https://twitter.com/Star_Argosy
TheDePauw,35266302,https://twitter.com/TheDePauw
HaysDaily,20632380,https://twitter.com/HaysDaily
BTelescope,462226175,https://twitter.com/BTelescope
andersonian,95484707,https://twitter.com/andersonian
CI_Zionsville,462314204,https://twitter.com/CI_Zionsville
butlercollegian,66724123,https://twitter.com/butlercollegian
ClarionPaper,1390119254,https://twitter.com/ClarionPaper
salinajournal,17079621,https://twitter.com/salinajournal
oheraldnews,36162570,https://twitter.com/oheraldnews
micorepublic,37955674,https://twitter.com/micorepublic
osawatomienews,37957792,https://twitter.com/osawatomienews
ChadFrey,357715086,https://twitter.com/ChadFrey
ParsonsSun,494367490,https://twitter.com/ParsonsSun
CTimesSville,105544125,https://twitter.com/CTimesSville
OwensboroMI,20165195,https://twitter.com/OwensboroMI
Nevada_Magazine,66512350,https://twitter.com/Nevada_Magazine
LivingstonLedgr,3244956253,https://twitter.com/LivingstonLedgr
BFLouisville,18805744,https://twitter.com/BFLouisville
arkvalleynews,65466285,https://twitter.com/arkvalleynews
MessengerOnline,50729900,https://twitter.com/MessengerOnline
thejj,24101061,https://twitter.com/thejj
Adairvoice,1694618454,https://twitter.com/Adairvoice
esubulletin,48786076,https://twitter.com/esubulletin
PaducahSunNews,23076143,https://twitter.com/PaducahSunNews
ICTBizJournal,19519945,https://twitter.com/ICTBizJournal
statejournal,17872391,https://twitter.com/statejournal
AppalachianNews,109057359,https://twitter.com/AppalachianNews
HburgHerald,478769163,https://twitter.com/HburgHerald
TheMoreheadNews,546198088,https://twitter.com/TheMoreheadNews
RichmondRsports,65287702,https://twitter.com/RichmondRsports
gcnewsgazette,37933559,https://twitter.com/gcnewsgazette
cknjnews,475129843,https://twitter.com/cknjnews
sunflowernews,44434255,https://twitter.com/sunflowernews
wgtndailynews,18027152,https://twitter.com/wgtndailynews
courierjournal,7972552,https://twitter.com/courierjournal
CynDemo,312717485,https://twitter.com/CynDemo
theRCnews,345810161,https://twitter.com/theRCnews
kansasdotcom,12807482,https://twitter.com/kansasdotcom
NEheadlines,175388437,https://twitter.com/NEheadlines
tonganoxie,19349914,https://twitter.com/tonganoxie
HazardHerald,128883595,https://twitter.com/HazardHerald
TheGleanerNews,301040105,https://twitter.com/TheGleanerNews
CJSomerset,2742551030,https://twitter.com/CJSomerset
readthesun,28492990,https://twitter.com/readthesun
LedgerNewsroom,104305554,https://twitter.com/LedgerNewsroom
DailyNewsSEKY,624744754,https://twitter.com/DailyNewsSEKY
TheVoiceTribune,42625595,https://twitter.com/TheVoiceTribune
DailyComet,24214113,https://twitter.com/DailyComet
HoumaToday,16638552,https://twitter.com/HoumaToday
LouisianaTravel,15537227,https://twitter.com/LouisianaTravel
ClarionHerald,342831748,https://twitter.com/ClarionHerald
OffBeatMagazine,19364233,https://twitter.com/OffBeatMagazine
